EA_Region,SamplingPoint,Name,Map_Category,Easting,Northing,Permit_No,Permit_Ver,Feature_Name,Outlet_no,LAT,LONG,Feature_ID,EUBWID,Feature_Version
AN,11600,Jaywick,EA Sample Point,614850,212800,,,,,51.7726000000000,1.11280000000000,,UKH3311      11600,1
AN,11650,Clacton Beach Martello Towe,EA Sample Point,616700,213700,,,,,51.7799000000000,1.14010000000000,,UKH3311      11650,1
AN,11700,Brightlingsea,EA Sample Point,607647,216182,,,,,51.8057000000000,1.01060000000000,,UKH3311      11700,1
AN,11750,West Mersea,EA Sample Point,602270,212030,,,,,51.7703000000000,0.93030000000000,,UKH3306      11750,1
NE,3600,Spittal,EA Sample Point,400800,651500,,,,,55.7569000000000,-1.98880000000000,,UKC2102      03600,1
NE,3700,Bamburgh Castle,EA Sample Point,418500,635300,,,,,55.6110000000000,-1.70790000000000,,UKC2102      03700,1
NE,3800,Seahouses North,EA Sample Point,421100,633000,,,,,55.5902000000000,-1.66680000000000,,UKC2102      03800,1
NE,3900,Beadnell,EA Sample Point,423300,628400,,,,,55.5488000000000,-1.63230000000000,,UKC2102      03900,1
NE,4000,Low Newton,EA Sample Point,424380,624450,,,,,55.5132000000000,-1.61550000000000,,UKC2101      04000,1
NE,4200,Warkworth,EA Sample Point,425920,606429,,,,,55.3512000000000,-1.59280000000000,,UKC2101      04200,1
NE,4250,Amble Links,EA Sample Point,428500,603600,,,,,55.3257000000000,-1.55240000000000,,UKC2101      04250,1
NE,4280,Druridge Bay North,EA Sample Point,427500,599750,,,,,55.2911000000000,-1.56850000000000,,UKC2104      04280,1
NE,4300,Druridge Bay South,EA Sample Point,429100,594100,,,,,55.2403000000000,-1.54390000000000,,UKC2104      04300,1
NE,4400,Newbiggin North,EA Sample Point,431280,587900,,,,,55.1844000000000,-1.51030000000000,,UKC2106      04400,1
NE,4500,Newbiggin South,EA Sample Point,431000,587280,,,,,55.1789000000000,-1.51480000000000,,UKC2106      04500,1
NE,4600,Blyth South Beach,EA Sample Point,432200,579500,,,,,55.1089000000000,-1.49680000000000,,UKC2103      04600,1
NE,4700,Seaton Sluice,EA Sample Point,433400,577100,,,,,55.0872000000000,-1.47830000000000,,UKC2103      04700,1
NE,4800,Whitley Bay,EA Sample Point,435550,572850,,,,,55.0489000000000,-1.44510000000000,,UKC2203      04800,1
NE,4900,Tynemouth Cullercoats,EA Sample Point,436465,571287,,,,,55.0348000000000,-1.43100000000000,,UKC2203      04900,1
NE,5000,Tynemouth Long Sands North,EA Sample Point,436619,570803,,,,,55.0304000000000,-1.42860000000000,,UKC2203      05000,1
NE,5100,Tynemouth Long Sands South,EA Sample Point,436970,570100,,,,,55.0241000000000,-1.42320000000000,,UKC2203      05100,1
NE,5200,Tynemouth King Edwards Bay,EA Sample Point,437248,569573,,,,,55.0193000000000,-1.41900000000000,,UKC2203      05200,1
NE,5300,South Shields,EA Sample Point,437900,567400,,,,,54.9998000000000,-1.40910000000000,,UKC2204      05300,1
NE,5400,Marsden,EA Sample Point,440000,565000,,,,,54.9780000000000,-1.37660000000000,,UKC2204      05400,1
NE,5500,Seaburn - Sunderland,EA Sample Point,440700,560500,,,,,54.9375000000000,-1.36630000000000,,UKC2300      05500,1
NE,5600,Roker - Sunderland,EA Sample Point,440800,559190,,,,,54.9258000000000,-1.36490000000000,,UKC2300      05600,1
NE,5700,Seaham Hall Beach,EA Sample Point,442380,550825,,,,,54.8505000000000,-1.34150000000000,,UKC1404      05700,1
NE,5800,Seaham Beach,EA Sample Point,442600,550500,,,,,54.8475000000000,-1.33810000000000,,UKC1404      05800,1
NE,5900,Crimdon,EA Sample Point,448482,537268,,,,,54.7281000000000,-1.24870000000000,,UKC1404      05900,1
NE,6000,Seaton Carew North,EA Sample Point,452601,530257,,,,,54.6647000000000,-1.18600000000000,,UKC1101      06000,1
NE,6100,Seaton Carew Centre,EA Sample Point,452950,529732,,,,,54.6599000000000,-1.18070000000000,,UKC1101      06100,1
NE,6200,Seaton Carew North Gare,EA Sample Point,454000,528600,,,,,54.6496000000000,-1.16460000000000,,UKC1101      06200,1
NE,6300,Redcar Coatham,EA Sample Point,459400,525600,,,,,54.6221000000000,-1.08160000000000,,UKC1202      06300,1
NE,6400,Redcar Lifeboat Station,EA Sample Point,460748,525394,,,,,54.6201000000000,-1.06070000000000,,UKC1202      06400,1
NE,6500,Redcar Granville,EA Sample Point,461300,525100,,,,,54.6174000000000,-1.05220000000000,,UKC1202      06500,1
NE,6600,Redcar Stray,EA Sample Point,462500,523800,,,,,54.6055000000000,-1.03390000000000,,UKC1202      06600,1
NE,6650,Marske Sands,EA Sample Point,463600,523200,,,,,54.6000000000000,-1.01700000000000,,UKC1202      06650,1
NE,6700,Saltburn,EA Sample Point,466677,521775,,,,,54.5868000000000,-0.96970000000000,,UKC1202      06700,1
NE,6800,Staithes,EA Sample Point,478411,518828,,,,,54.5586000000000,-0.78900000000000,,UKE2206      06800,1
NE,6900,Runswick Bay,EA Sample Point,481072,515889,,,,,54.5318000000000,-0.74870000000000,,UKE2206      06900,1
NE,7000,Sandsend,EA Sample Point,486400,512600,,,,,54.5014000000000,-0.66730000000000,,UKE2206      07000,1
NE,7100,Whitby,EA Sample Point,489191,511576,,,,,54.4917000000000,-0.62450000000000,,UKE2206      07100,1
NE,7200,Robin Hoods Bay,EA Sample Point,495339,504850,,,,,54.4302000000000,-0.53180000000000,,UKE2206      07200,1
NE,7300,Scarborough North Bay,EA Sample Point,503769,489807,,,,,54.2934000000000,-0.40720000000000,,UKE2206      07300,1
NE,7400,Scarborough South Bay,EA Sample Point,504577,488564,,,,,54.2820000000000,-0.39520000000000,,UKE2206      07400,1
NE,7500,Cayton Bay,EA Sample Point,506775,484468,,,,,54.2448000000000,-0.36290000000000,,UKE2206      07500,1
NE,7600,Filey,EA Sample Point,512003,480524,,,,,54.2082000000000,-0.28420000000000,,UKE2206      07600,1
NE,7700,Reighton,EA Sample Point,514355,476227,,,,,54.1691000000000,-0.24980000000000,,UKE2206      07700,1
NE,7900,Flamborough South Landing,EA Sample Point,523124,469230,,,,,54.1042000000000,-0.11840000000000,,UKE1200      07900,1
NE,7950,"Danes Dyke, Flamborough",EA Sample Point,521592,469167,,,,,54.1040000000000,-0.14180000000000,,UKE1200      07950,1
NE,8000,Bridlington North Beach,EA Sample Point,518972,467175,,,,,54.0868000000000,-0.18260000000000,,UKE1200      08000,1
NE,8100,Bridlington South Beach,EA Sample Point,517876,465901,,,,,54.0756000000000,-0.19990000000000,,UKE1200      08100,2
NE,8200,Wilsthorpe,EA Sample Point,517407,464850,,,,,54.0662000000000,-0.20750000000000,,UKE1200      08200,2
NE,8300,Fraisthorpe,EA Sample Point,517030,462873,,,,,54.0485000000000,-0.21400000000000,,UKE1200      08300,1
NE,8600,Skipsea,EA Sample Point,518837,453277,,,,,53.9619000000000,-0.19010000000000,,UKE1200      08600,1
NE,8700,Hornsea,EA Sample Point,520923,448005,,,,,53.9141000000000,-0.16040000000000,,UKE1200      08700,1
NE,8800,Tunstall,EA Sample Point,531800,431256,,,,,53.7610000000000,-0.00210000000000,,UKE1200      08800,1
NE,8900,Withernsea,EA Sample Point,534413,427970,,,,,53.7308000000000,0.03610000000000,,UKE1200      08900,1
NW,40750,West Kirby,EA Sample Point,321000,386800,,,West Kirby Bathing Water,,53.3721000000000,-3.18890000000000,,UKD5400      40750,1
NW,40800,Meols,EA Sample Point,323000,390600,,,Meols Bathing Water,,53.4066000000000,-3.15980000000000,,UKD5400      40800,1
NW,40900,Moreton,EA Sample Point,325700,391800,,,Moreton Bathing Water,,53.4177000000000,-3.11940000000000,,UKD5400      40900,1
NW,41000,Wallasey,EA Sample Point,328700,393700,,,New Brighton Bathing Water,,53.4352000000000,-3.07470000000000,,UKD5400      41000,1
NW,41200,Formby,EA Sample Point,326800,406300,,,Formby Bathing Water,,53.5482000000000,-3.10630000000000,,UKD5300      41200,1
NW,41300,Ainsdale,EA Sample Point,329700,412900,,,Ainsdale Bathing Water,,53.6079000000000,-3.06400000000000,,UKD5300      41300,1
NW,41500,Southport,EA Sample Point,332200,417900,,,Southport Bathing Water,,53.6532000000000,-3.02730000000000,,UKD5300      41500,1
NW,41800,St Annes,EA Sample Point,331800,428300,,,St Annes Bathing Water,,53.7466000000000,-3.03570000000000,,UKD4303      41800,1
NW,41900,St Annes North,EA Sample Point,330816,429775,,,,,53.7597000000000,-3.05090000000000,,UKD4303      41900,2
NW,42100,Blackpool South,EA Sample Point,330326,433222,,,Blackpool South Bathing Water,,53.7906000000000,-3.05910000000000,,UKD4200      42100,1
NW,42300,Blackpool Central,EA Sample Point,330536,434556,,,Blackpool Central Bathing Water,,53.8026000000000,-3.05620000000000,,UKD4200      42300,1
NW,42500,Blackpool North,EA Sample Point,330534,436055,,,Blackpool North Bathing Water,,53.8161000000000,-3.05660000000000,,UKD4200      42500,1
NW,42600,Bispham,EA Sample Point,330700,439700,,,Bispham Bathing Water,,53.8489000000000,-3.05490000000000,,UKD4200      42600,1
NW,42800,Cleveleys,EA Sample Point,331200,443300,,,Cleveleys Bathing Water,,53.8813000000000,-3.04810000000000,,UKD4312      42800,1
NW,43000,Fleetwood,EA Sample Point,333120,448310,,,Fleetwood Bathing Water,,53.9266000000000,-3.02000000000000,,UKD4312      43000,1
NW,43260,Morecambe South,EA Sample Point,342746,464454,,,Morecambe South Bathing Water,,54.0728000000000,-2.87650000000000,,UKD4305      43260,1
NW,43550,Morecambe North,EA Sample Point,343781,464956,,,Morecambe North Bathing Water,,54.0775000000000,-2.86080000000000,,UKD4305      43550,1
NW,44200,Walney Biggar Bank,EA Sample Point,317800,467300,,,Walney Biggar Bank Bathing Water,,54.0950000000000,-3.25840000000000,,UKD1102      44200,1
NW,44300,Walney Sandy Gap,EA Sample Point,317500,468100,,,Walney Sandy Gap Bathing Water,,54.1022000000000,-3.26320000000000,,UKD1102      44300,1
NW,44400,Walney West Shore,EA Sample Point,316984,470183,,,Walney West Shore Bathing Water,,54.1208000000000,-3.27160000000000,,UKD1102      44400,2
NW,44800,Haverigg,EA Sample Point,316000,477800,,,Haverigg Bathing Water,,54.1891000000000,-3.28880000000000,,UKD1103      44800,1
NW,45200,Silecroft,EA Sample Point,312000,481200,,,Silecroft Bathing Water,,54.2190000000000,-3.35110000000000,,UKD1103      45200,1
NW,45600,Seascale,EA Sample Point,303400,501000,,,Seascale Bathing Water,,54.3953000000000,-3.48940000000000,,UKD1103      45600,1
NW,45625,"Windermere, Lakeside YMCA",EA Sample Point,337500,489900,,,Windermere Lakeside YMCA Bathing,,54.3009000000000,-2.96190000000000,,UKD1203      45625,1
NW,45650,"Windermere, Millerground Landing",EA Sample Point,340202,498837,,,Windermere Millerground Landing B,,54.3815000000000,-2.92220000000000,,UKD1203      45650,1
NW,45700,"Windermere, Fellfoot",EA Sample Point,337990,486960,,,Windermere Fell Foot Bathing Wate,,54.2745000000000,-2.95380000000000,,UKD1203      45700,1
NW,45920,St Bees,EA Sample Point,295900,511700,,,St Bees Bathing Water,,54.4899000000000,-3.60860000000000,,UKD1103      45920,1
NW,46000,Allonby South,EA Sample Point,306339,539751,,,,,54.7440000000000,-3.45650000000000,,UKD1101      46000,2
NW,46100,Allonby,EA Sample Point,307800,542400,,,Allonby Bathing Water,,54.7680000000000,-3.43460000000000,,UKD1101      46100,1
NW,46300,Silloth,EA Sample Point,309656,553195,,,,,54.8653000000000,-3.40910000000000,,UKD1101      46300,2
SE,11760,Cotswold Country Park and B,EA Sample Point,402800,195800,,,,,51.6609000000000,-1.96090000000000,,UKK1302      11760,1
SE,11770,Shoebury East,EA Sample Point,594570,185150,,,,,51.5317000000000,0.80380000000000,,UKH3100      11770,1
SE,11780,Shoeburyness,EA Sample Point,592550,184100,,,,,51.5229000000000,0.77420000000000,,UKH3100      11780,1
SE,11800,Southend Thorpe Bay,EA Sample Point,591100,184700,,,,,51.5288000000000,0.75360000000000,,UKH3100      11800,1
SE,11830,Southend Jubilee,EA Sample Point,589000,184500,,,,,51.5277000000000,0.72330000000000,,UKH3100      11830,1
SE,11850,Southend Three Shells,EA Sample Point,588200,185050,,,,,51.5329000000000,0.71210000000000,,UKH3100      11850,1
SE,11900,Southend Westcliff Bay,EA Sample Point,586450,185250,,,,,51.5353000000000,0.68700000000000,,UKH3100      11900,1
SE,11902,Southend Chalkwell,EA Sample Point,585470,185440,,,,,51.5373000000000,0.67300000000000,,UKH3100      11902,1
SE,11904,Leigh Bell Wharf,EA Sample Point,584050,185570,,,,,51.5390000000000,0.65260000000000,,UKH3100      11904,1
SE,11910,Hampstead Heath (Ladies Pon,EA Sample Point,527620,186920,,,,,51.5667000000000,-0.16010000000000,,UKI1101      11910,1
SE,11920,Hampstead Heath (Mens Pond),EA Sample Point,527870,186550,,,,,51.5633000000000,-0.15660000000000,,UKI1101      11920,1
SE,11930,Hampstead Heath (Mixed Pond,EA Sample Point,527210,186240,,,,,51.5606000000000,-0.16630000000000,,UKI1101      11930,1
SE,11940,The Serpentine - Hyde Park,EA Sample Point,527170,180030,,,,,51.5049000000000,-0.16910000000000,,UKI1106      11940,1
SE,11945,Frensham Great Pond,EA Sample Point,484588,140478,,,,,51.1573000000000,-0.79180000000000,,UKJ2310      11945,1
SE,11950,Sheerness,EA Sample Point,591917,175199,,,,,51.4433000000000,0.76020000000000,,UKJ4209      11950,2
SE,11975,Minster Leas,EA Sample Point,595094,174170,,,,,51.4329000000000,0.80530000000000,,UKJ4209      11975,1
SE,12000,Leysdown,EA Sample Point,603336,170841,,,,,51.4001000000000,0.92180000000000,,UKJ4209      12000,1
SE,12100,"West Beach, Whitstable",EA Sample Point,609800,166000,,,,,51.3543000000000,1.01180000000000,,UKJ4202      12100,1
SE,12120,Tankerton,EA Sample Point,612120,167333,,,,,51.3654000000000,1.04580000000000,,UKJ4202      12120,1
SE,12150,Herne Bay Central,EA Sample Point,617150,168280,,,,,51.3720000000000,1.11860000000000,,UKJ4202      12150,1
SE,12200,Herne Bay,EA Sample Point,618600,168600,,,,,51.3743000000000,1.13960000000000,,UKJ4202      12200,1
SE,12300,"Minnis Bay, Birchington",EA Sample Point,628600,169700,,,,,51.3802000000000,1.28370000000000,,UKJ4210      12300,1
SE,12350,"West Bay, Westgate",EA Sample Point,631968,170175,,,,,51.3831000000000,1.33230000000000,,UKJ4210      12350,1
SE,12400,"St Mildred's Bay, Westgate",EA Sample Point,632687,170396,,,,,51.3848000000000,1.34280000000000,,UKJ4210      12400,1
SE,12450,"Westbrook Bay, Margate",EA Sample Point,634100,170600,,,,,51.3861000000000,1.36320000000000,,UKJ4210      12450,1
SE,12500,Margate The Bay,EA Sample Point,634970,170814,,,,,51.3876000000000,1.37580000000000,,UKJ4210      12500,1
SE,12600,Margate Fulsam Rock,EA Sample Point,635692,171402,,,,,51.3926000000000,1.38660000000000,,UKJ4210      12600,1
SE,12630,"Walpole Bay, Margate",EA Sample Point,636570,171395,,,,,51.3922000000000,1.39920000000000,,UKJ4210      12630,1
SE,12660,"Botany Bay, Broadstairs",EA Sample Point,639100,171200,,,,,51.3894000000000,1.43530000000000,,UKJ4210      12660,1
SE,12700,"Joss Bay, Broadstairs",EA Sample Point,639908,170099,,,,,51.3792000000000,1.44620000000000,,UKJ4210      12700,1
SE,12750,"Broadstairs, Stone Bay",EA Sample Point,639923,168564,,,,,51.3654000000000,1.44530000000000,,UKJ4210      12750,1
SE,12800,"Broadstairs, Viking Bay",EA Sample Point,639800,167700,,,,,51.3577000000000,1.44300000000000,,UKJ4210      12800,1
SE,12850,Ramsgate Sands,EA Sample Point,638675,164806,,,,,51.3322000000000,1.42490000000000,,UKJ4210      12850,1
SE,12900,Ramsgate Western Undercliff,EA Sample Point,637406,164120,,,,,51.3265000000000,1.40630000000000,,UKJ4210      12900,1
SE,13000,Sandwich Bay,EA Sample Point,635778,159142,,,,,51.2825000000000,1.37970000000000,,UKJ4204      13000,1
SE,13100,Deal Castle,EA Sample Point,637837,152805,,,,,51.2248000000000,1.40490000000000,,UKJ4204      13100,1
SE,13200,St Margaret`s Bay,EA Sample Point,636878,144490,,,,,51.1506000000000,1.38580000000000,,UKJ4204      13200,1
SE,13300,Folkestone,EA Sample Point,623615,136249,,,,,51.0819000000000,1.19130000000000,,UKJ4208      13300,1
SE,13400,Sandgate,EA Sample Point,618800,134800,,,,,51.0707000000000,1.12180000000000,,UKJ4208      13400,1
SE,13500,Hythe,EA Sample Point,616000,134000,,,,,51.0646000000000,1.08140000000000,,UKJ4208      13500,1
SE,13600,Dymchurch,EA Sample Point,610240,129300,,,,,51.0245000000000,0.99660000000000,,UKJ4208      13600,1
SE,13700,St Mary's Bay (Kent),EA Sample Point,609300,127700,,,,,51.0105000000000,0.98230000000000,,UKJ4208      13700,1
SE,13800,Littlestone,EA Sample Point,608400,123900,,,,,50.9767000000000,0.96730000000000,,UKJ4208      13800,1
SE,13900,Camber,EA Sample Point,596586,118585,,,,,50.9331000000000,0.79640000000000,,UKJ2204      13900,1
SE,14000,Winchelsea,EA Sample Point,591200,115400,,,,,50.9063000000000,0.71820000000000,,UKJ2204      14000,1
SE,14100,Hastings,EA Sample Point,581900,109200,,,,,50.8536000000000,0.58290000000000,,UKJ2202      14100,1
SE,14150,St Leonards,EA Sample Point,579700,108700,,,,,50.8498000000000,0.55150000000000,,UKJ2202      14150,1
SE,14200,Bexhill,EA Sample Point,574042,107018,,,,,50.8365000000000,0.47040000000000,,UKJ2205      14200,1
SE,14300,Norman`s Bay,EA Sample Point,568200,105300,,,,,50.8228000000000,0.38670000000000,,UKJ2205      14300,1
SE,14400,Pevensey Bay,EA Sample Point,565687,103791,,,,,50.8099000000000,0.35040000000000,,UKJ2201      14400,1
SE,14500,Eastbourne,EA Sample Point,561400,98200,,,,,50.7609000000000,0.28710000000000,,UKJ2201      14500,1
SE,14550,Birling Gap,EA Sample Point,555367,95973,,,,,50.7425000000000,0.20070000000000,,UKJ2201      14550,1
SE,14600,Seaford,EA Sample Point,547820,98950,,,,,50.7712000000000,0.09500000000000,,UKJ2203      14600,1
SE,14700,Newhaven,EA Sample Point,544830,99992,,,,,50.7814000000000,0.05300000000000,,UKJ2203      14700,1
SE,14800,Saltdean,EA Sample Point,538100,101800,,,,,50.7992000000000,-0.04170000000000,,UKJ2100      14800,1
SE,14900,Brighton Kemptown,EA Sample Point,532384,103503,,,,,50.8159000000000,-0.12210000000000,,UKJ2100      14900,1
SE,14950,Brighton Central,EA Sample Point,530701,103940,,,,,50.8202000000000,-0.14590000000000,,UKJ2100      14950,1
SE,15000,Hove,EA Sample Point,529225,104232,,,,,50.8232000000000,-0.16670000000000,,UKJ2100      15000,1
SE,15100,Southwick,EA Sample Point,524358,104728,,,,,50.8287000000000,-0.23560000000000,,UKJ2401      15100,1
SE,15300,"Lancing, Beach Green",EA Sample Point,518300,103600,,,,,50.8198000000000,-0.32190000000000,,UKJ2401      15300,1
SE,15400,Worthing,EA Sample Point,513900,102100,,,,,50.8072000000000,-0.38480000000000,,UKJ2407      15400,1
SE,15500,Littlehampton,EA Sample Point,503060,101320,,,,,50.8022000000000,-0.53880000000000,,UKJ2402      15500,1
SE,15600,Middleton-on-sea,EA Sample Point,498500,99900,,,,,50.7902000000000,-0.60390000000000,,UKJ2402      15600,1
SE,15650,Felpham,EA Sample Point,495080,99390,,,,,50.7862000000000,-0.65260000000000,,UKJ2402      15650,1
SE,15680,Bognor Regis East,EA Sample Point,493900,98930,,,,,50.7823000000000,-0.66940000000000,,UKJ2402      15680,1
SE,15700,Bognor Regis (Aldwick),EA Sample Point,492360,98557,,,,,50.7792000000000,-0.69130000000000,,UKJ2402      15700,1
SE,15800,Pagham,EA Sample Point,489200,97200,,,,,50.7675000000000,-0.73650000000000,,UKJ2402      15800,1
SE,15900,Selsey,EA Sample Point,486872,93686,,,,,50.7362000000000,-0.77030000000000,,UKJ2403      15900,1
SE,16000,Bracklesham Bay,EA Sample Point,480462,96331,,,,,50.7609000000000,-0.86060000000000,,UKJ2403      16000,1
SE,16100,West Wittering,EA Sample Point,476800,98000,,,,,50.7764000000000,-0.91210000000000,,UKJ2403      16100,1
SE,16300,Eastoke,EA Sample Point,472900,98400,,,,,50.7805000000000,-0.96730000000000,,UKJ3307      16300,1
SE,16350,Beachlands Central,EA Sample Point,471350,98710,,,,,50.7835000000000,-0.98930000000000,,UKJ3307      16350,1
SE,16400,Beachlands West,EA Sample Point,470500,98700,,,,,50.7835000000000,-1.00130000000000,,UKJ3307      16400,1
SE,16500,Eastney,EA Sample Point,467410,98774,,,,,50.7846000000000,-1.04510000000000,,UKJ3100      16500,1
SE,16600,Southsea East,EA Sample Point,465000,98080,,,,,50.7787000000000,1.07940000000000,,UKJ3100      16600,2
SE,16700,Stokes Bay,EA Sample Point,460000,97900,,,,,50.7775000000000,-1.15040000000000,,UKJ3305      16700,1
SE,16800,Lee-on-Solent,EA Sample Point,456172,100458,,,,,50.8009000000000,-1.20430000000000,,UKJ3305      16800,1
SE,16850,Hillhead,EA Sample Point,454670,101830,,,,,50.8134000000000,-1.22540000000000,,UKJ3304      16850,1
SE,16900,Calshot,EA Sample Point,448138,101306,,,,,50.8093000000000,-1.31820000000000,,UKJ3308      16900,1
SE,17000,Lepe,EA Sample Point,445600,98500,,,,,50.7842000000000,-1.35450000000000,,UKJ3308      17000,1
SE,17100,Milford-on-sea,EA Sample Point,427582,91779,,,,,50.7249000000000,-1.61060000000000,,UKJ3308      17100,1
SE,17200,Christchurch Bay,EA Sample Point,423900,92800,,,,,50.7343000000000,-1.66270000000000,,UKK2201      17200,1
SE,17300,Highcliffe,EA Sample Point,421374,93085,,,,,50.7369000000000,-1.69850000000000,,UKK2201      17300,1
SE,17400,Compton Bay,EA Sample Point,437681,84179,,,,,50.6560000000000,-1.46830000000000,,UKJ3400      17400,1
SE,17500,Totland Bay,EA Sample Point,432195,86895,,,,,50.6808000000000,-1.54570000000000,,UKJ3400      17500,1
SE,17600,Colwell Bay,EA Sample Point,432699,87859,,,,,50.6894000000000,-1.53850000000000,,UKJ3400      17600,1
SE,17700,Gurnard,EA Sample Point,447700,95900,,,,,50.7607000000000,-1.32510000000000,,UKJ3400      17700,1
SE,17800,Cowes,EA Sample Point,448800,96700,,,,,50.7678000000000,-1.30940000000000,,UKJ3400      17800,1
SE,17900,Ryde,EA Sample Point,460100,92700,,,,,50.7308000000000,-1.14980000000000,,UKJ3400      17900,1
SE,18000,Seagrove,EA Sample Point,463150,91123,,,,,50.7163000000000,-1.10690000000000,,UKJ3400      18000,1
SE,18100,St Helens,EA Sample Point,463755,89160,,,,,50.6985000000000,-1.09860000000000,,UKJ3400      18100,1
SE,18200,Bembridge,EA Sample Point,465817,87808,,,,,50.6861000000000,-1.06970000000000,,UKJ3400      18200,1
SE,18300,Whitecliff Bay,EA Sample Point,464100,86200,,,,,50.6719000000000,-1.09430000000000,,UKJ3400      18300,1
SE,18350,Yaverland,EA Sample Point,461360,85040,,,,,50.6617000000000,-1.13320000000000,,UKJ3400      18350,1
SE,18400,Sandown,EA Sample Point,460139,84264,,,,,50.6549000000000,-1.15060000000000,,UKJ3400      18400,1
SE,18500,Shanklin,EA Sample Point,458580,81137,,,,,50.6269000000000,-1.17320000000000,,UKJ3400      18500,1
SE,18600,Ventnor,EA Sample Point,456018,77341,,,,,50.5931000000000,-1.21000000000000,,UKJ3400      18600,1
SW,18700,Christchurch Highcliffe Cas,EA Sample Point,420248,92931,,,Christchurch Highcliffe Castle,,50.7356000000000,-1.71450000000000,,UKK2201      18700,1
SW,18750,Christchurch Friar`s Cliff,EA Sample Point,419194,92528,,,Christchurch Friar`s Cliff,,50.7320000000000,-1.72940000000000,,UKK2201      18750,1
SW,18800,Christchurch Avon Beach,EA Sample Point,418895,92216,,,Christchurch Avon Beach,,50.7292000000000,-1.73370000000000,,UKK2201      18800,1
SW,18900,Christchurch Mudeford Sandb,EA Sample Point,418300,91100,,,Christchurch Mudeford Sandbank Ea,,50.7192000000000,-1.74220000000000,,UKK2201      18900,1
SW,19000,Bournemouth Hengistbury Wes,EA Sample Point,416257,90826,,,Bournemouth Hengistbury West,,50.7168000000000,-1.77110000000000,,UKK2101      19000,1
SW,19020,Bournemouth Southbourne,EA Sample Point,414800,91060,,,Bournemouth Southbourne,,50.7189000000000,-1.79170000000000,,UKK2101      19020,1
SW,19030,Bournemouth Fisherman`s Wal,EA Sample Point,413024,91248,,,Bournemouth Fisherman`s Walk,,50.7206000000000,-1.81690000000000,,UKK2101      19030,1
SW,19060,Bournemouth Boscombe Pier,EA Sample Point,411107,91104,,,Bournemouth Boscombe Pier,,50.7194000000000,-1.84400000000000,,UKK2101      19060,1
SW,19100,Bournemouth Pier,EA Sample Point,408860,90657,,,Bournemouth Pier,,50.7154000000000,-1.87590000000000,,UKK2101      19100,1
SW,19150,Bournemouth Durley Chine,EA Sample Point,407951,90387,,,Bournemouth Durley Chine,,50.7130000000000,-1.88880000000000,,UKK2101      19150,1
SW,19160,Bournemouth Alum Chine,EA Sample Point,407481,90171,,,Bournemouth Alum Chine,,50.7111000000000,-1.89540000000000,,UKK2101      19160,1
SW,19170,Poole Branksome Chine,EA Sample Point,406455,89589,,,Poole Branksome Chine,,50.7058000000000,-1.91000000000000,,UKK2102      19170,1
SW,19190,Poole Canford Cliffs Chine,EA Sample Point,405710,88983,,,Poole Canford Cliffs Chine,,50.7004000000000,-1.92050000000000,,UKK2102      19190,1
SW,19200,Poole Shore Road Beach,EA Sample Point,405085,88337,,,Poole Shore Road Beach,,50.6946000000000,-1.92940000000000,,UKK2102      19200,1
SW,19350,Poole Sandbanks Peninsular,EA Sample Point,404520,87673,,,Poole Sandbanks Peninsular,,50.6886000000000,-1.93740000000000,,UKK2102      19350,1
SW,19400,Poole Harbour Lake,EA Sample Point,398313,90468,,,Poole Harbour Lake,,50.7138000000000,-2.02530000000000,,UKK2102      19400,1
SW,19450,Poole Harbour Rockley Sands,EA Sample Point,397263,91078,,,Poole Harbour Rockley Sands,,50.7193000000000,-2.04020000000000,,UKK2102      19450,1
SW,19600,Shell Bay North,EA Sample Point,403714,86533,,,Shell Bay North,,50.6784000000000,-1.94880000000000,,UKK2204      19600,1
SW,19700,Studland Knoll House,EA Sample Point,403430,83602,,,Studland Knoll House,,50.6520000000000,-1.95290000000000,,UKK2204      19700,1
SW,19800,Swanage Central,EA Sample Point,403102,79303,,,Swanage Central,,50.6134000000000,-1.95750000000000,,UKK2204      19800,1
SW,19900,Kimmeridge Bay,EA Sample Point,390798,79094,,,Kimmeridge Bay,,50.6114000000000,-2.13140000000000,,UKK2204      19900,1
SW,20000,Lulworth Cove,EA Sample Point,382457,79943,,,Lulworth Cove,,50.6189000000000,-2.24940000000000,,UKK2204      20000,1
SW,20100,Durdle Door East,EA Sample Point,380703,80291,,,Durdle Door East,,50.6219000000000,-2.27420000000000,,UKK2204      20100,1
SW,20200,Durdle Door West,EA Sample Point,380493,80285,,,Durdle Door West,,50.6219000000000,-2.27710000000000,,UKK2204      20200,1
SW,20300,Ringstead Bay,EA Sample Point,375246,81320,,,Ringstead Bay,,50.6310000000000,-2.35140000000000,,UKK2206      20300,1
SW,20400,Bowleaze Cove,EA Sample Point,370236,81919,,,Bowleaze Cove,,50.6361000000000,-2.42230000000000,,UKK2206      20400,1
SW,20500,Church Ope Cove,EA Sample Point,369760,71000,,,Church Ope Cove,,50.5379000000000,-2.42810000000000,,UKK2206      20500,1
SW,20600,Weymouth Lodmoor,EA Sample Point,368820,80780,,,Weymouth Lodmoor,,50.6258000000000,-2.44220000000000,,UKK2206      20600,1
SW,20700,Weymouth Central,EA Sample Point,368100,79514,,,Weymouth Central,,50.6144000000000,-2.45230000000000,,UKK2206      20700,1
